,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,Strongest Beat Overall Standard Deviation,Beat Sum Overall Standard Deviation,Strength Of Strongest Beat Overall Standard Deviation,Strongest Frequency Via Zero Crossings Overall Standard Deviation,Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Strongest Frequency Via FFT Maximum Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Peak Based Spectral Smoothness Overall Standard Deviation,Relative Difference Function Overall Standard Deviation,Area Method of Moments Overall Standard Deviation 1,Area Method of Moments Overall Standard Deviation 2,Area Method of Moments Overall Standard Deviation 3,Area Method of Moments Overall Standard Deviation 4,Area Method of Moments Overall Standard Deviation 5,Area Method of Moments Overall Standard Deviation 6,Area Method of Moments Overall Standard Deviation 7,Area Method of Moments Overall Standard Deviation 8,Area Method of Moments Overall Standard Deviation 9,Area Method of Moments Overall Standard Deviation 10,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,Strongest Beat Overall Average,Beat Sum Overall Average,Strength Of Strongest Beat Overall Average,Strongest Frequency Via Zero Crossings Overall Average,Strongest Frequency Via Spectral Centroid Overall Average,Strongest Frequency Via FFT Maximum Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Peak Based Spectral Smoothness Overall Average,Relative Difference Function Overall Average,Area Method of Moments Overall Average 1,Area Method of Moments Overall Average 2,Area Method of Moments Overall Average 3,Area Method of Moments Overall Average 4,Area Method of Moments Overall Average 5,Area Method of Moments Overall Average 6,Area Method of Moments Overall Average 7,Area Method of Moments Overall Average 8,Area Method of Moments Overall Average 9,Area Method of Moments Overall Average 10,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11,label
834,23.0,0.1107,4.729e-09,168.5,1.284e-06,6.78e-05,0.1474,39.5,7.976e-13,0.0,,617.2,718.8,694.1,111.8,1.826,0.4573,0.648,0.2928,0.2801,0.41,0.3043,0.3126,0.1019,0.2602,0.1921,0.1671,0.07054,0.07893,0.02966,0.0301,0.03351,0.03573,0.0207,0.01577,0.0245,0.0,0.0003107,21.58,406.7,17150.0,4107000.0,21.8,14.49,0.001329,1348000.0,13870000.0,13160000000000.0,135300000000000.0,1392000000000000.0,2.567e+20,1218000000000000.0,1.253e+16,2.794e+23,3.012,0.01452,5.272e-10,20.5,1.386e-07,7.35e-06,0.02314,4.794,220.6,0.0,,74.91,94.12,105.4,-1135.0,-0.2293,0.05465,-0.06061,0.03033,0.01399,-0.03727,0.02311,-0.03103,-0.003828,0.02118,-0.008881,-0.01566,0.008993,0.009694,0.00329,0.002912,0.001813,0.004044,-0.001372,0.000227,-0.002319,0.0,3.307e-05,2.825,50.65,-2110.0,501400.0,2.714,-113.1,0.0001419,189600.0,1951000.0,-1850000000000.0,-19030000000000.0,-195800000000000.0,3.61e+19,171300000000000.0,1762000000000000.0,3.929e+22,0.00096967974,0.0037271762,0.0049253083,0.009328483,0.0146686975,0.014427436,0.009476642,0.009181928,0.012446229,0.009954788,0.0033427894,0.0006288423,calmness
835,39.04,0.1906,7.725e-09,424.2,2.502e-06,9.541e-05,0.4307,64.0,81.07,3.702e-06,,1000.0,1220.0,1276.0,239.9,2.842,0.7034,1.325,1.383,0.7827,0.624,0.9731,1.463,1.31,0.6383,0.5836,0.927,0.2198,0.17,0.08926,0.05496,0.05087,0.05082,0.06556,0.03899,0.04275,0.0,0.0001537,36.58,1064.0,80430.0,15350000.0,40.9,30.28,0.001141,3257000.0,33500000.0,31770000000000.0,326900000000000.0,3362000000000000.0,6.2e+20,2942000000000000.0,3.026e+16,6.749e+23,9.681,0.04763,8.442e-10,128.0,3.876e-07,1.626e-05,0.5464,14.05,81.79,5.876e-06,,219.5,302.5,311.1,-1076.0,-0.3555,0.06854,-0.3222,-0.2105,-0.1219,-0.0422,-0.1732,-0.2965,-0.2438,-0.1235,0.09346,0.1425,-0.007793,0.04521,0.0171,0.007501,-0.002816,0.01126,-0.01078,0.009211,-0.005234,0.0,3.353e-05,9.996,309.7,5378.0,4405000.0,9.584,-105.5,0.0003418,1243000.0,12790000.0,-12130000000000.0,-124800000000000.0,-1283000000000000.0,2.367e+20,1123000000000000.0,1.155e+16,2.576e+23,0.049170353,0.07014578,0.113008715,0.13803214,0.1415855,0.10520614,0.062082693,0.044027146,0.04368356,0.05241851,0.03459746,0.038484696,calmness
836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976e-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,0.0,,0.0,0.0,15.62,-1150.0,-8.527e-14,2.842e-14,-8.527e-14,5.684e-14,1.35e-13,9.948e-14,-8.527e-14,1.492e-13,-1.563e-13,-2.132e-14,-4.69e-13,8.527e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002813289,0.0026020014,0.002503549,0.0026232724,0.0027668348,0.0028488745,0.0027618618,0.0028358737,0.0029787875,0.0030302915,0.0028508701,0.0027830454,calmness
837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976e-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,0.0,,0.0,0.0,15.62,-1150.0,-8.527e-14,2.842e-14,-8.527e-14,5.684e-14,1.35e-13,9.948e-14,-8.527e-14,1.492e-13,-1.563e-13,-2.132e-14,-4.69e-13,8.527e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046940306,0.0073699118,0.005398977,0.004047732,0.0043542976,0.0045975787,0.004241666,0.0037958755,0.0036451342,0.0036659422,0.0035517788,0.0035775995,calmness
838,3.788,0.02794,3.176e-10,93.67,2.207e-07,6.067e-06,0.4332,3.953,7.976e-13,0.0,,61.76,118.4,72.18,64.58,0.4308,0.5863,0.5994,0.3336,0.5908,0.2826,0.2648,0.1553,0.4347,0.1719,0.4286,0.1629,0.06669,0.04417,0.02853,0.02125,0.02575,0.01723,0.0248,0.03637,0.03528,0.0,1.051e-05,6.433,364.9,26670.0,5099000.0,1.538,9.631,4.169e-05,1552000.0,15960000.0,15140000000000.0,155800000000000.0,1602000000000000.0,2.955e+20,1402000000000000.0,1.442e+16,3.216e+23,0.2792,0.001721,2.075e-11,6.164,1.198e-08,3.49e-07,0.2654,0.2712,220.6,0.0,,4.237,8.724,21.39,-1145.0,-0.03352,-0.04546,-0.04686,0.01954,0.03161,-0.02209,-0.01458,-0.005757,0.02545,0.008146,-0.03224,-0.00744,-0.005283,0.002666,0.001999,0.001596,0.00197,0.001322,0.001602,0.002875,0.002277,0.0,6.194e-07,0.5025,28.91,1996.0,402700.0,0.09887,-114.2,6.315e-06,252900.0,2601000.0,-2467000000000.0,-25380000000000.0,-261100000000000.0,4.814e+19,228400000000000.0,2350000000000000.0,5.24e+22,0.011775523,0.020089205,0.017796725,0.016249027,0.0150252655,0.012728721,0.01252076,0.010138706,0.009948206,0.017348044,0.016959636,0.010241209,calmness
839,6.999,0.04166,3.306e-11,101.6,6.981e-08,2.449e-06,0.3664,6.441,7.976e-13,0.0,,100.6,218.7,133.1,61.88,0.9871,0.2326,0.05718,0.2894,0.1939,0.1803,0.1964,0.4548,0.13,0.3956,0.1767,0.114,0.04365,0.0332,0.0337,0.004339,0.006961,0.01551,0.01181,0.01592,0.01367,0.0,8.393e-06,8.7,407.9,17120.0,4452000.0,6.343,9.55,3.615e-05,1552000.0,15960000.0,15140000000000.0,155800000000000.0,1602000000000000.0,2.955e+20,1402000000000000.0,1.442e+16,3.216e+23,0.5418,0.002946,2.379e-12,6.62,4.235e-09,1.557e-07,0.1665,0.4216,220.6,0.0,,6.588,16.93,24.3,-1145.0,-0.07678,-0.01475,0.0005412,-0.01875,0.008838,-0.01005,-0.008282,0.02636,-0.0004709,-0.02611,-0.01116,0.006056,-0.00341,0.002424,0.001973,0.0002835,-0.0004929,-0.000945,0.0007527,0.0008192,0.000524,0.0,5.4e-07,0.6928,32.56,1197.0,355200.0,0.3346,-114.2,5.504e-06,252900.0,2601000.0,-2467000000000.0,-25380000000000.0,-261100000000000.0,4.814e+19,228500000000000.0,2350000000000000.0,5.241e+22,0.016570916,0.013170856,0.008245712,0.006271196,0.0063001188,0.005917461,0.0060834326,0.007135732,0.007908399,0.008499742,0.010462193,0.013111889,calmness
840,2.128,0.009206,2.016e-07,286.1,1.218e-05,0.0004673,0.428,3.576,7.976e-13,0.0,,55.88,66.49,55.97,156.8,2.457,1.372,0.2719,0.7068,1.46,1.586,1.527,1.089,0.5656,0.3134,0.4412,0.3792,0.178,0.1136,0.06926,0.04324,0.03373,0.02422,0.02057,0.02042,0.01847,0.0,0.0003522,7.298,595.9,64830.0,11840000.0,2.164,19.82,0.002301,2207000.0,22710000.0,21540000000000.0,221600000000000.0,2279000000000000.0,4.203e+20,1994000000000000.0,2.052e+16,4.575e+23,0.387,0.001589,1.745e-08,52.69,1.247e-06,4.943e-05,0.2853,0.6589,220.6,0.0,,10.3,12.09,26.09,-1121.0,0.3915,0.2184,0.02676,-0.08882,-0.2538,-0.2888,-0.2799,-0.1775,-0.007825,0.03746,-0.03867,0.02236,-0.03331,0.01928,0.01272,0.007923,0.005916,0.004302,0.003363,0.003469,0.002928,0.0,3.81e-05,1.208,94.15,10760.0,1969000.0,0.1182,-111.3,0.0003884,526800.0,5419000.0,-5140000000000.0,-52870000000000.0,-543900000000000.0,1.003e+20,475900000000000.0,4896000000000000.0,1.092e+23,0.029962327,0.043575607,0.056860175,0.060653113,0.05629677,0.04994471,0.03199804,0.018879592,0.013051124,0.011428534,0.013692914,0.019903585,calmness
841,20.0,0.1285,0.0003639,207.5,0.0007566,0.02815,0.0487,38.88,34.35,5.777,0.001893,607.5,624.9,708.7,78.8,8.299,8.077,4.342,6.109,4.655,7.507,5.062,5.724,4.981,5.011,4.6,3.172,0.1913,0.2811,0.3261,0.2693,0.2146,0.1912,0.2142,0.1701,0.1555,0.0,0.03313,19.96,1412.0,112700.0,21430000.0,29.3,5.25,0.2953,606.5,6117.0,11840000000.0,120500000000.0,1228000000000.0,3.465e+17,1089000000000.0,11090000000000.0,3.698e+20,29.64,0.1575,6.568e-05,1640.0,0.0005265,0.02013,0.6585,62.43,124.9,14.48,0.0136,975.4,926.3,789.3,-202.8,-11.4,-15.55,-14.9,-5.284,-3.035,-0.4032,3.765,1.764,0.8401,-1.328,0.2283,-1.804,-0.8939,0.7523,-0.2114,0.1806,0.1453,-0.05215,0.0638,0.1651,0.1179,0.0,0.02982,46.89,1782.0,142300.0,27830000.0,30.7,-6.496,0.3014,9758000.0,100400000.0,-95210000000000.0,-979500000000000.0,-1.008e+16,1.858e+21,8817000000000000.0,9.069e+16,2.023e+24,0.4234545,0.23714717,0.18789542,0.16675091,0.27562898,0.27266306,0.24611633,0.28659803,0.185653,0.15463354,0.2671507,0.4711693,tenderness
842,21.58,0.1296,0.0003956,198.6,0.0006581,0.02426,0.06377,39.95,51.19,3.247,0.0008511,624.2,674.5,752.2,50.6,8.639,7.274,4.291,6.452,4.134,6.524,4.221,7.167,4.802,5.474,4.682,3.065,0.1898,0.2395,0.3286,0.2426,0.2096,0.2199,0.2285,0.1916,0.1454,0.0,0.02972,20.45,1315.0,120000.0,21730000.0,31.18,1.535,0.2641,605.0,6215.0,11810000000.0,121400000000.0,1248000000000.0,3.458e+17,1090000000000.0,11210000000000.0,3.759e+20,30.07,0.1595,7.535e-05,1644.0,0.000589,0.02246,0.6466,62.27,185.7,15.41,0.01209,973.0,939.7,786.9,-197.3,-13.04,-15.27,-13.73,-6.586,-2.492,1.267,5.687,2.386,-1.642,-4.584,-0.7042,-1.283,-0.897,0.7719,-0.2311,0.1142,0.1689,-0.02236,0.06084,0.2022,0.156,0.0,0.03254,47.21,1745.0,147900.0,28720000.0,26.47,-6.054,0.3276,9760000.0,100400000.0,-95260000000000.0,-979900000000000.0,-1.008e+16,1.859e+21,8820000000000000.0,9.073e+16,2.024e+24,0.6070118,0.38663808,0.20488013,0.1336555,0.24191378,0.26685247,0.15654743,0.13617069,0.109904416,0.092557006,0.19407651,0.39486608,tenderness
843,11.49,0.09717,6.151e-05,193.8,0.0004357,0.01631,0.0563,26.74,1.174,2.562,0.0008892,417.8,359.1,430.7,65.1,6.664,7.553,4.031,7.429,3.846,6.388,5.688,5.881,4.917,5.663,4.649,2.919,0.09966,0.2532,0.3164,0.2594,0.2274,0.2519,0.2199,0.1855,0.1711,0.0,0.02117,15.48,1324.0,102400.0,20640000.0,30.88,1.597,0.1881,597.7,6172.0,11670000000.0,120200000000.0,1240000000000.0,3.417e+17,1080000000000.0,11130000000000.0,3.735e+20,29.95,0.158,3.638e-05,1666.0,0.0005083,0.01943,0.5656,63.51,220.5,11.33,0.01063,992.3,936.0,813.8,-202.7,-13.71,-15.27,-13.94,-6.083,-1.93,0.7644,6.104,1.856,-2.929,-2.801,2.278,-1.629,-0.9002,0.7623,-0.2845,0.1952,0.1549,-0.02964,0.09105,0.1862,0.1583,0.0,0.02792,47.07,1689.0,135300.0,24590000.0,26.46,-6.287,0.2811,9762000.0,100400000.0,-95300000000000.0,-980300000000000.0,-1.008e+16,1.861e+21,8824000000000000.0,9.077e+16,2.025e+24,0.48695505,0.3381042,0.2872464,0.2091215,0.29599506,0.2788032,0.15088002,0.14838676,0.10286363,0.09590238,0.15928796,0.32412452,tenderness
844,16.89,0.1303,0.0005235,193.0,0.0009675,0.0359,0.08906,33.34,33.23,8.181,0.004276,521.0,527.9,505.8,64.96,6.796,6.046,4.56,6.137,4.787,4.939,4.403,6.843,5.655,6.279,4.842,3.642,0.1489,0.3653,0.3495,0.2805,0.2309,0.231,0.2238,0.191,0.1552,0.0,0.03965,22.31,1858.0,134700.0,26770000.0,29.8,1.487,0.3692,601.1,6176.0,11740000000.0,120600000000.0,1241000000000.0,3.439e+17,1087000000000.0,11190000000000.0,3.738e+20,29.63,0.1513,0.000109,1638.0,0.0006232,0.02368,0.6225,61.4,212.4,14.98,0.01544,959.3,925.8,781.4,-203.4,-10.82,-17.34,-15.32,-4.918,-2.519,2.347,5.369,1.626,0.06892,-3.327,-0.2491,-1.099,-0.9004,0.7414,-0.1283,0.1552,0.145,-0.006958,0.03586,0.1518,0.1496,0.0,0.03139,45.92,1819.0,143300.0,29510000.0,22.15,-6.098,0.3174,9764000.0,100400000.0,-95340000000000.0,-980700000000000.0,-1.009e+16,1.862e+21,8828000000000000.0,9.081e+16,2.027e+24,0.43664333,0.3424033,0.22292708,0.1678179,0.22830668,0.2231499,0.12418517,0.17717871,0.22662869,0.21129669,0.21952692,0.28550202,tenderness
845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976e-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,0.0,,0.0,0.0,15.62,-1150.0,-8.527e-14,2.842e-14,-8.527e-14,5.684e-14,1.35e-13,9.948e-14,-8.527e-14,1.492e-13,-1.563e-13,-2.132e-14,-4.69e-13,8.527e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joyful_activation
846,23.38,0.1283,5.471e-06,562.6,0.000123,0.004654,0.4313,43.39,54.94,0.01854,,678.0,730.6,854.1,328.5,2.444,4.395,3.337,2.463,2.216,1.336,1.158,2.962,1.44,1.756,0.9197,0.7236,0.3031,0.2558,0.0679,0.1604,0.07442,0.08934,0.04322,0.05375,0.03975,0.0,0.009001,25.95,1060.0,71890.0,13830000.0,41.51,37.91,0.08557,3621000.0,37250000.0,35360000000000.0,363800000000000.0,3742000000000000.0,6.906e+20,3274000000000000.0,3.368e+16,7.518e+23,6.826,0.03644,1.475e-06,220.0,3.854e-05,0.001483,0.3817,12.5,203.6,0.005537,,195.3,213.3,219.7,-1018.0,-0.7708,-1.501,-1.139,0.6302,-0.6839,-0.3734,-0.2936,-0.9928,-0.4751,-0.5393,-0.09626,0.02664,-0.1041,0.09183,-0.01782,0.05083,0.01924,-0.01933,0.004189,-0.001072,0.002346,0.0,0.002939,9.2,371.3,21200.0,4988000.0,10.42,-99.58,0.02801,1603000.0,16490000.0,-15650000000000.0,-161000000000000.0,-1656000000000000.0,3.057e+20,1449000000000000.0,1.491e+16,3.328e+23,0.025205992,0.06345159,0.1159657,0.08755168,0.043774188,0.03221597,0.043521315,0.024356848,0.03050777,0.074084885,0.0603288,0.022761555,joyful_activation
847,15.2,0.1301,0.0002235,382.3,0.0006677,0.02486,0.06221,32.65,1.652,10.5,0.0005111,510.2,475.0,327.2,218.5,7.322,9.143,5.506,4.86,3.266,2.762,3.442,3.147,2.383,3.547,3.079,2.727,0.2253,0.3301,0.3119,0.229,0.2248,0.1926,0.197,0.1749,0.1249,0.0,0.05635,21.26,1540.0,115000.0,23290000.0,41.54,23.21,0.5059,1674000.0,17220000.0,16350000000000.0,168200000000000.0,1730000000000000.0,3.194e+20,1514000000000000.0,1.558e+16,3.477e+23,25.33,0.1513,0.0001444,1527.0,0.0008878,0.03488,0.5419,58.5,220.4,54.94,0.01018,914.0,791.5,533.8,-196.7,1.063,-1.275,-5.443,-3.93,-3.218,-3.714,-0.5727,-3.255,0.2746,-0.4899,0.03401,-1.223,-0.8602,0.5752,-0.2733,0.1603,0.2099,0.02624,-0.0105,0.08505,0.102,0.0,0.08291,48.98,2401.0,184700.0,36150000.0,53.0,-10.61,0.8429,9471000.0,97430000.0,-92500000000000.0,-951600000000000.0,-9789000000000000.0,1.807e+21,8565000000000000.0,8.811e+16,1.967e+24,0.28489426,0.30341733,0.3502176,0.36369264,0.39121002,0.39234692,0.42516136,0.35712737,0.36964783,0.49941024,0.44053763,0.34882212,joyful_activation
848,15.65,0.1151,0.0002637,775.7,0.0009031,0.03507,0.2225,36.43,1.174,38.57,0.00619,569.3,489.0,418.6,474.3,5.632,4.041,5.009,6.36,3.277,3.368,2.68,3.633,4.222,3.367,2.796,2.777,0.4232,0.3219,0.2835,0.2088,0.2187,0.1715,0.1126,0.1412,0.1215,0.0,0.08726,25.61,1105.0,89940.0,16550000.0,44.68,51.27,0.8472,4500000.0,46300000.0,43960000000000.0,452200000000000.0,4652000000000000.0,8.588e+20,4071000000000000.0,4.188e+16,9.35e+23,19.64,0.1172,0.0001869,1115.0,0.0009575,0.03808,0.5065,45.25,220.5,55.64,0.01504,707.0,613.7,441.4,-460.1,-3.166,-2.206,-6.102,-6.395,-2.63,-2.648,0.2236,-2.173,0.996,-1.706,-0.5698,-0.8703,-0.6119,0.4575,-0.3401,0.1738,0.2614,0.004834,0.003422,0.06487,0.07182,0.0,0.09274,35.32,1448.0,113200.0,20430000.0,42.57,-39.85,0.9361,6793000.0,69890000.0,-66360000000000.0,-682700000000000.0,-7023000000000000.0,1.296e+21,6145000000000000.0,6.322e+16,1.411e+24,0.17494024,0.27960852,0.32241505,0.28760195,0.18110615,0.19552149,0.3405455,0.2837497,0.262299,0.34942356,0.27568218,0.20006296,joyful_activation
849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976e-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,0.0,,0.0,0.0,15.62,-1150.0,-8.527e-14,2.842e-14,-8.527e-14,5.684e-14,1.35e-13,9.948e-14,-8.527e-14,1.492e-13,-1.563e-13,-2.132e-14,-4.69e-13,8.527e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018076666,0.018612405,0.020557545,0.021057617,0.018134218,0.015994275,0.013278928,0.01209749,0.011944824,0.012278002,0.013010128,0.015643755,joyful_activation
850,16.26,0.09773,3.032e-06,788.8,0.0001128,0.004177,0.1711,21.06,79.87,0.09777,0.04066,329.0,508.3,370.0,445.7,12.41,5.426,4.82,5.456,4.871,2.624,2.459,3.438,1.683,2.834,3.499,3.479,0.477,0.4219,0.2028,0.1345,0.1143,0.09455,0.08116,0.06699,0.06547,0.0,0.00359,22.65,1199.0,104600.0,19450000.0,30.94,53.69,0.03092,4847000.0,49870000.0,47360000000000.0,487200000000000.0,5012000000000000.0,9.253e+20,4385000000000000.0,4.511e+16,1.007e+24,10.6,0.05145,7.152e-07,767.8,5.515e-05,0.002075,0.7382,16.36,174.6,0.07996,0.0448,255.6,331.2,297.5,-703.3,8.527,0.6239,-2.252,-2.287,-3.845,-1.953,1.705,2.362,0.1041,-1.083,-2.44,-2.463,-0.4741,0.3974,0.184,0.1028,0.06741,0.05034,0.02181,0.02394,0.02813,0.0,0.001919,15.23,646.7,69010.0,13030000.0,9.196,-60.25,0.01924,5528000.0,56870000.0,-54010000000000.0,-555600000000000.0,-5716000000000000.0,1.055e+21,5001000000000000.0,5.145e+16,1.149e+24,0.2605908,0.17281613,0.13476422,0.16410743,0.21830007,0.18920104,0.15519637,0.18138096,0.27273312,0.41848505,0.4266367,0.3973018,joyful_activation
851,6.988,0.03659,1.229e-05,590.4,0.0001558,0.005788,0.3736,11.64,51.87,0.01825,,181.8,218.4,197.9,338.0,5.795,2.483,5.012,5.645,2.702,3.143,2.572,2.476,0.9998,0.7404,1.966,1.909,0.368,0.3245,0.1521,0.09741,0.08081,0.08133,0.07283,0.05685,0.03836,0.0,0.004822,11.44,616.5,63740.0,11870000.0,5.005,41.31,0.03802,3821000.0,39300000.0,37330000000000.0,384000000000000.0,3950000000000000.0,7.294e+20,3457000000000000.0,3.556e+16,7.941e+23,2.801,0.01229,1.223e-06,266.5,3.234e-05,0.00122,0.2054,5.011,196.0,0.007474,,78.29,87.53,93.88,-995.3,2.304,0.2047,-1.714,-2.411,-1.125,-0.7685,0.6016,0.7991,0.1293,0.109,-0.3837,-0.4353,-0.168,0.1449,0.05307,0.03144,0.02866,0.02875,0.02445,0.01912,0.01274,0.0,0.001023,4.366,185.6,22330.0,4107000.0,0.4584,-95.91,0.0102,1836000.0,18890000.0,-17940000000000.0,-184500000000000.0,-1898000000000000.0,3.505e+20,1661000000000000.0,1.709e+16,3.816e+23,0.2756815,0.19158056,0.17167534,0.17078485,0.15473822,0.15962347,0.15103143,0.15584092,0.24483445,0.39378542,0.45163602,0.43930924,joyful_activation
852,7.385,0.04297,1.157e-14,2.164,4.689e-10,6.208e-08,0.4391,0.1841,7.976e-13,0.0,,2.877,230.8,349.5,35.97,0.3231,0.006481,0.07606,0.005072,0.03632,0.03724,0.01683,0.03422,0.07767,0.04557,0.01297,0.07875,0.01151,0.009206,0.005114,0.001438,0.001755,1.903e-05,0.0004989,0.0001044,0.0001177,0.0,2.864e-07,6.544,266.6,6094.0,2803000.0,0.2893,6.614,9.055e-07,1422000.0,14630000.0,13890000000000.0,142900000000000.0,1470000000000000.0,2.715e+20,1286000000000000.0,1.323e+16,2.955e+23,0.3399,0.001978,7.546e-16,0.0996,2.158e-11,2.857e-09,0.2654,0.008475,220.6,0.0,,0.1324,10.62,31.71,-1148.0,-0.01487,0.0002983,-0.003501,0.0002335,-0.001672,0.001714,0.0007745,-0.001575,-0.003575,0.002097,-0.0005968,-0.003625,0.0005297,-0.0004237,-0.0002354,6.621e-05,8.077e-05,-8.758e-07,-2.296e-05,-4.804e-06,5.419e-06,0.0,1.318e-08,0.3012,12.27,-280.5,129000.0,0.01331,-114.7,1.344e-07,211000.0,2171000.0,-2062000000000.0,-21210000000000.0,-218200000000000.0,4.029e+19,190900000000000.0,1964000000000000.0,4.386e+22,0.15773681,0.1530465,0.1594713,0.15585724,0.1403084,0.13931726,0.13123429,0.12318043,0.12861148,0.14007892,0.14885445,0.15642504,joyful_activation
