Song,Arousal,Valence,Quadrant
MT0006559667,0.50625,0.29375,Q2
MT0006562479,0.3375,0.28625,Q3
MT0006570517,0.54375,0.3175,Q2
MT0006573563,0.50625,0.29375,Q2
MT0006575669,0.39625,0.785625,Q4
MT0006581362,0.50625,0.29375,Q2
MT0006587635,0.50625,0.29375,Q2
MT0006587819,0.42125,0.7375,Q4
MT0006609765,0.38625,0.59,Q4
MT0006610139,0.385625,0.643125,Q4
MT0006612877,0.50625,0.29375,Q2
MT0006633147,0.5625,0.82125,Q1
MT0006635536,0.3375,0.49375,Q3
MT0006640142,0.533125,0.345,Q2
MT0006641042,0.50625,0.29375,Q2
MT0006654122,0.43125,0.37,Q3
MT0006683875,0.599375,0.785625,Q1
MT0006695707,0.57875,0.3125,Q2
MT0006696891,0.4499999999999999,0.40125,Q3
MT0006708402,0.4725,0.29125,Q3
MT0006713730,0.3375,0.49375,Q3
MT0006723128,0.564375,0.365,Q2
MT0006737689,0.57875,0.3125,Q2
MT0006738137,0.26625,0.675,Q4
MT0006742179,0.50625,0.29375,Q2
MT0006746691,0.629375,0.273125,Q2
MT0006746926,0.71375,0.7537499999999999,Q1
MT0006747288,0.5625,0.82125,Q1
MT0006751087,0.629375,0.273125,Q2
MT0006754099,0.58,0.585,Q1
MT0006761058,0.33,0.76625,Q4
MT0006761971,0.54,0.2675,Q2
MT0006770955,0.5625,0.82125,Q1
MT0006771406,0.665625,0.718125,Q1
MT0006773580,0.50625,0.29375,Q2
MT0006777027,0.3943749999999999,0.7637499999999999,Q4
MT0006778622,0.5231250000000001,0.274375,Q2
MT0006784451,0.50625,0.29375,Q2
MT0006794235,0.38625,0.58125,Q4
MT0006795758,0.56,0.453125,Q2
MT0006798861,0.50625,0.29375,Q2
MT0006800841,0.559375,0.385,Q2
MT0006806145,0.564375,0.365,Q2
MT0006810990,0.58,0.2224999999999999,Q2
MT0006813360,0.358125,0.41,Q3
MT0006814089,0.38625,0.68375,Q4
MT0006832360,0.50625,0.29375,Q2
MT0006833696,0.47375,0.22625,Q3
MT0006839715,0.39875,0.80625,Q4
MT0006843007,0.5175,0.765,Q1
MT0006846075,0.40125,0.675,Q4
MT0006862088,0.50625,0.29375,Q2
MT0006877397,0.4725,0.33125,Q3
MT0006879985,0.58875,0.305,Q2
MT0006880936,0.3075,0.35,Q3
MT0006919273,0.375,0.2475,Q3
MT0006929157,0.533125,0.410625,Q2
MT0006933170,0.56375,0.32,Q2
MT0006937715,0.5118750000000001,0.825,Q1
MT0006939177,0.54375,0.305,Q2
MT0006955716,0.40375,0.685,Q4
MT0006983241,0.4768749999999999,0.7525,Q4
MT0006991912,0.38625,0.7125,Q4
MT0006992235,0.7025,0.86875,Q1
MT0006996768,0.54125,0.85125,Q1
MT0007002901,0.58,0.32875,Q2
MT0007013069,0.55125,0.69625,Q1
MT0007037296,0.63125,0.58125,Q1
MT0007039082,0.36875,0.6725,Q4
MT0007043504,0.54375,0.305,Q2
MT0007051057,0.35,0.253125,Q3
MT0007051188,0.25875,0.643125,Q4
MT0007057303,0.6243749999999999,0.78375,Q1
MT0007058512,0.565,0.323125,Q2
MT0007064420,0.39,0.7637499999999999,Q4
MT0007067293,0.5625,0.82125,Q1
MT0007068165,0.575625,0.5625,Q1
MT0007071481,0.54375,0.305,Q2
MT0007072992,0.4187499999999999,0.72125,Q4
MT0007074655,0.65,0.26,Q2
MT0007075838,0.58,0.36125,Q2
MT0007081433,0.454375,0.7375,Q4
MT0007087238,0.33,0.69375,Q4
MT0007088972,0.57125,0.78125,Q1
MT0007099407,0.47375,0.22625,Q3
MT0007102148,0.35,0.253125,Q3
MT0007106784,0.35,0.253125,Q3
MT0007107079,0.38125,0.61,Q4
MT0007109938,0.60875,0.26,Q2
MT0007113915,0.3375,0.4775,Q3
MT0007117290,0.5625,0.765,Q1
MT0007119529,0.42125,0.7375,Q4
MT0007127869,0.58,0.36125,Q2
MT0007132421,0.63125,0.82125,Q1
MT0007136180,0.54125,0.78125,Q1
MT0007142175,0.42125,0.61,Q4
MT0007145736,0.338125,0.31,Q3
MT0007153265,0.4725,0.33125,Q3
MT0007164275,0.5175,0.29375,Q2
MT0007186714,0.27125,0.68375,Q4
MT0007190016,0.58125,0.78125,Q1
MT0007191313,0.341875,0.5874999999999999,Q4
MT0007199330,0.3843749999999999,0.68875,Q4
MT0007207422,0.43125,0.6025,Q4
MT0007207968,0.38625,0.55875,Q4
MT0007210245,0.58,0.36125,Q2
MT0007232134,0.404375,0.6893750000000001,Q4
MT0007249337,0.47,0.36875,Q3
MT0007257222,0.515625,0.73875,Q1
MT0007265208,0.45125,0.25,Q3
MT0007267489,0.423125,0.75,Q4
MT0007269020,0.50625,0.29375,Q2
MT0007274054,0.7025,0.8025,Q1
MT0007276457,0.35625,0.336875,Q3
MT0007280044,0.47375,0.22625,Q3
MT0007282148,0.42125,0.7375,Q4
MT0007310068,0.39875,0.67875,Q4
MT0007328300,0.4275,0.441875,Q3
MT0007329488,0.645,0.72625,Q1
MT0007337206,0.54875,0.2375,Q2
MT0007338724,0.47375,0.22625,Q3
MT0007340697,0.53625,0.274375,Q2
MT0007349422,0.54,0.35,Q2
MT0007349999,0.47375,0.22625,Q3
MT0007350911,0.54,0.7931250000000001,Q1
MT0007351601,0.47375,0.22625,Q3
MT0007353661,0.370625,0.77625,Q4
MT0007356476,0.40375,0.6775,Q4
MT0007372035,0.4499999999999999,0.36125,Q3
MT0007376021,0.57875,0.305,Q2
MT0007384768,0.665,0.80625,Q1
MT0007389608,0.50625,0.29375,Q2
MT0007393408,0.50625,0.29375,Q2
MT0007396257,0.35125,0.65875,Q4
MT0007401605,0.511875,0.28125,Q2
MT0007410187,0.2724999999999999,0.305,Q3
MT0007412399,0.31125,0.3425,Q3
MT0007413949,0.50625,0.29375,Q2
MT0007419064,0.60375,0.80625,Q1
MT0007423667,0.50625,0.29375,Q2
MT0007433643,0.29,0.721875,Q4
MT0007438571,0.46375,0.366875,Q3
MT0007442223,0.50625,0.29375,Q2
MT0007451731,0.45125,0.25,Q3
MT0007453719,0.36875,0.75625,Q4
MT0007477802,0.31875,0.20875,Q3
MT0007493575,0.6675,0.86,Q1
MT0007497706,0.45125,0.25,Q3
MT0007499577,0.4499999999999999,0.4825,Q3
MT0007508173,0.5237499999999999,0.8162499999999999,Q1
MT0007522436,0.541875,0.328125,Q2
MT0007525777,0.446875,0.224375,Q3
MT0007530529,0.330625,0.425625,Q3
MT0007550652,0.45125,0.25,Q3
MT0007556029,0.28625,0.56875,Q4
MT0007573212,0.50625,0.29375,Q2
MT0007583962,0.45125,0.25,Q3
MT0007594485,0.464375,0.2774999999999999,Q3
MT0007602902,0.54,0.32875,Q2
MT0007607008,0.66875,0.705,Q1
MT0007610380,0.45125,0.25,Q3
MT0007627521,0.50625,0.29375,Q2
MT0007644103,0.56375,0.785625,Q1
MT0007645808,0.54,0.36875,Q2
MT0007652281,0.464375,0.2774999999999999,Q3
MT0007659703,0.56125,0.298125,Q2
MT0007663424,0.57875,0.22625,Q2
MT0007696006,0.50625,0.29375,Q2
MT0007697753,0.56375,0.320625,Q2
MT0007707015,0.4549999999999999,0.32875,Q3
MT0007724694,0.39375,0.7375,Q4
MT0007728545,0.255,0.28125,Q3
MT0007730975,0.375,0.4825,Q3
MT0007757097,0.7025,0.705,Q1
MT0007766156,0.405,0.7775,Q4
MT0007780282,0.56,0.305625,Q2
MT0007780572,0.50625,0.29375,Q2
MT0007795217,0.6375,0.765,Q1
MT0007797719,0.255,0.28125,Q3
MT0007805279,0.52125,0.415,Q2
MT0007806202,0.56375,0.32,Q2
MT0007812490,0.57875,0.305,Q2
MT0007816041,0.310625,0.605,Q4
MT0007818252,0.50625,0.29375,Q2
MT0007825188,0.645,0.3924999999999999,Q2
MT0007828167,0.38125,0.73125,Q4
MT0007832902,0.645,0.3924999999999999,Q2
MT0007859380,0.5625,0.765,Q1
MT0007860263,0.300625,0.2987499999999999,Q3
MT0007866540,0.54,0.36875,Q2
MT0007868583,0.599375,0.785625,Q1
MT0007906518,0.57875,0.305,Q2
MT0007912800,0.35125,0.65875,Q4
MT0007914044,0.380625,0.454375,Q3
MT0007924549,0.50625,0.29375,Q2
MT0007926918,0.55125,0.29625,Q2
MT0007934529,0.50625,0.29375,Q2
MT0007939281,0.50625,0.29375,Q2
MT0007959122,0.50625,0.29375,Q2
MT0007961027,0.7025,0.80625,Q1
MT0007961100,0.50625,0.29375,Q2
MT0007978643,0.5625,0.82125,Q1
MT0007983016,0.243125,0.734375,Q4
MT0007999856,0.56375,0.339375,Q2
MT0008007368,0.44375,0.25,Q3
MT0008010047,0.44375,0.25,Q3
MT0008018703,0.44375,0.25,Q3
MT0008022729,0.52375,0.2875,Q2
MT0008029439,0.5725,0.7793749999999999,Q1
MT0008033398,0.44375,0.25,Q3
MT0008045785,0.50625,0.29375,Q2
MT0008046899,0.5725,0.7793749999999999,Q1
MT0008077089,0.44375,0.25,Q3
MT0008077878,0.52375,0.2875,Q2
MT0008080519,0.44375,0.25,Q3
MT0008084656,0.579375,0.365,Q2
MT0008105399,0.5725,0.7793749999999999,Q1
MT0008113039,0.5725,0.7793749999999999,Q1
MT0008120072,0.428125,0.26875,Q3
MT0008130158,0.50625,0.29375,Q2
MT0008137868,0.54125,0.334375,Q2
MT0008138963,0.3575,0.25625,Q3
MT0008140480,0.38125,0.20875,Q3
MT0008147388,0.583125,0.305625,Q2
MT0008148524,0.52375,0.54625,Q1
MT0008149831,0.583125,0.305625,Q2
MT0008154135,0.4750000000000001,0.56625,Q4
MT0008166411,0.44375,0.25,Q3
MT0008166431,0.6968749999999999,0.7525,Q1
MT0008170600,0.44375,0.25,Q3
MT0008184180,0.57875,0.30625,Q2
MT0008208983,0.54125,0.334375,Q2
MT0008211502,0.558125,0.58875,Q1
MT0008222676,0.5874999999999999,0.76,Q1
MT0008223344,0.42125,0.20875,Q3
MT0008236217,0.595,0.82125,Q1
MT0008236389,0.56375,0.32,Q2
MT0008237717,0.5625,0.765,Q1
MT0008241153,0.44375,0.25,Q3
MT0008241874,0.44375,0.25,Q3
MT0008260235,0.50625,0.29375,Q2
MT0008267476,0.45125,0.25,Q3
MT0008276763,0.5625,0.765,Q1
MT0008276791,0.74375,0.705,Q1
MT0008279825,0.31125,0.28125,Q3
MT0008296972,0.42125,0.20875,Q3
MT0008307409,0.31875,0.7375,Q4
MT0008307905,0.54875,0.305,Q2
MT0008308461,0.65125,0.8143750000000001,Q1
MT0008313843,0.58,0.55875,Q1
MT0008327012,0.35,0.253125,Q3
MT0008328152,0.374375,0.620625,Q4
MT0008328714,0.4549999999999999,0.29125,Q3
MT0008330365,0.635625,0.59625,Q1
MT0008345160,0.60625,0.743125,Q1
MT0008347586,0.54375,0.2675,Q2
MT0008352590,0.57875,0.260625,Q2
MT0008361425,0.54875,0.26125,Q2
MT0008363189,0.6499999999999999,0.8031250000000001,Q1
MT0008363839,0.7025,0.80625,Q1
MT0008368311,0.44375,0.25625,Q3
MT0008371251,0.5175,0.82125,Q1
MT0008385501,0.54375,0.3125,Q2
MT0008386252,0.50625,0.29375,Q2
MT0008394478,0.551875,0.670625,Q1
MT0008401073,0.665,0.92125,Q1
MT0008408635,0.38625,0.6125,Q4
MT0008421113,0.503125,0.2618749999999999,Q2
MT0008421900,0.38125,0.78125,Q4
MT0008425062,0.54875,0.1912499999999999,Q2
MT0008425616,0.50625,0.29375,Q2
MT0008428932,0.395,0.20875,Q3
MT0008431795,0.5900000000000001,0.8143750000000001,Q1
MT0008455201,0.6125,0.36875,Q2
MT0008468144,0.263125,0.73125,Q4
MT0008493270,0.4187499999999999,0.4825,Q3
MT0008497871,0.575,0.339375,Q2
MT0008499614,0.50625,0.29375,Q2
MT0008511909,0.533125,0.3375,Q2
MT0008515901,0.35125,0.4225,Q3
MT0008530072,0.50625,0.29375,Q2
MT0008530652,0.421875,0.775625,Q4
MT0008537015,0.59625,0.688125,Q1
MT0008548050,0.3924999999999999,0.75625,Q4
MT0008554680,0.5225,0.26125,Q2
MT0008565530,0.50625,0.29375,Q2
MT0008570712,0.530625,0.359375,Q2
MT0008573252,0.50625,0.29375,Q2
MT0008575372,0.5625,0.7375,Q1
MT0008577171,0.3268749999999999,0.7731250000000001,Q4
MT0008578405,0.52375,0.2675,Q2
MT0008596505,0.39375,0.80625,Q4
MT0008596537,0.50625,0.29375,Q2
MT0008602863,0.5175,0.29375,Q2
MT0008604277,0.300625,0.2774999999999999,Q3
MT0008617674,0.7,0.58125,Q1
MT0008632122,0.653125,0.7825,Q1
MT0008636271,0.3,0.328125,Q3
MT0008637830,0.6375,0.58125,Q1
MT0008640627,0.22375,0.68375,Q4
MT0008641724,0.5462499999999999,0.328125,Q2
MT0008649724,0.50625,0.29375,Q2
MT0008652185,0.50625,0.29375,Q2
MT0008672387,0.599375,0.73875,Q1
MT0008673460,0.6,0.75125,Q1
MT0008675527,0.5318750000000001,0.680625,Q1
MT0008684978,0.6074999999999999,0.825,Q1
MT0008690776,0.2975,0.3425,Q3
MT0008700460,0.420625,0.34875,Q3
MT0008709705,0.44375,0.25625,Q3
MT0008716237,0.47375,0.22625,Q3
MT0008718991,0.45125,0.25,Q3
MT0008722511,0.29,0.37,Q3
MT0008733057,0.54125,0.334375,Q2
MT0008734186,0.54875,0.305,Q2
MT0008734289,0.54375,0.40125,Q2
MT0008740787,0.36,0.6025,Q4
MT0008750426,0.31875,0.78125,Q4
MT0008763007,0.47375,0.22625,Q3
MT0008776764,0.50625,0.29375,Q2
MT0008790106,0.33,0.73,Q4
MT0008790360,0.50625,0.29375,Q2
MT0008791082,0.50625,0.29375,Q2
MT0008794071,0.28625,0.7125,Q4
MT0008797356,0.533125,0.351875,Q2
MT0008800327,0.50625,0.29375,Q2
MT0008806305,0.50625,0.29375,Q2
MT0008807220,0.54,0.35,Q2
MT0008813307,0.343125,0.426875,Q3
MT0008813309,0.558125,0.75125,Q1
MT0008841966,0.3375,0.37,Q3
MT0008863436,0.56,0.35875,Q2
MT0008868862,0.29,0.29125,Q3
MT0008869963,0.2825,0.743125,Q4
MT0008882630,0.57125,0.305,Q2
MT0008883788,0.3831249999999999,0.314375,Q3
MT0008891523,0.646875,0.7887500000000001,Q1
MT0008899266,0.29,0.26875,Q3
MT0008905908,0.47375,0.2224999999999999,Q3
MT0008947804,0.50625,0.29375,Q2
MT0008949592,0.70375,0.68375,Q1
MT0008953247,0.380625,0.426875,Q3
MT0008960612,0.38125,0.20875,Q3
MT0008963540,0.29,0.28125,Q3
MT0008966305,0.6375,0.72625,Q1
MT0008969183,0.35625,0.336875,Q3
MT0008972801,0.68625,0.7325,Q1
MT0008979040,0.47375,0.2224999999999999,Q3
MT0008999728,0.50625,0.29375,Q2
MT0008999898,0.2725,0.25625,Q3
MT0009005900,0.54,0.7737499999999999,Q1
MT0009008051,0.375,0.3425,Q3
MT0009010830,0.68625,0.7325,Q1
MT0009016829,0.5575,0.359375,Q2
MT0009025287,0.5462499999999999,0.3087499999999999,Q2
MT0009025845,0.4499999999999999,0.36125,Q3
MT0009033072,0.36,0.73625,Q4
MT0009041370,0.50625,0.29375,Q2
MT0009041848,0.725,0.705,Q1
MT0009054976,0.33,0.625,Q4
MT0009075362,0.39625,0.815,Q4
MT0009098212,0.58,0.55875,Q1
MT0009112823,0.35125,0.6875,Q4
MT0009117202,0.56,0.339375,Q2
MT0009123251,0.50625,0.29375,Q2
MT0009153900,0.66625,0.7775,Q1
MT0009164591,0.36625,0.4337499999999999,Q3
MT0009164605,0.515,0.765,Q1
MT0009165729,0.57875,0.1912499999999999,Q2
MT0009169626,0.29,0.28125,Q3
MT0009172291,0.58,0.2224999999999999,Q2
MT0009174874,0.54375,0.3125,Q2
MT0009182700,0.385625,0.265,Q3
MT0009188643,0.5175,0.80625,Q1
MT0009206381,0.646875,0.7887500000000001,Q1
MT0009208842,0.6375,0.8125,Q1
MT0009213083,0.66875,0.8,Q1
MT0009217411,0.54875,0.305,Q2
MT0009220462,0.44375,0.25,Q3
MT0009233872,0.528125,0.82375,Q1
MT0009253379,0.57875,0.805625,Q1
MT0009263768,0.29,0.28125,Q3
MT0009278329,0.63125,0.80625,Q1
MT0009295595,0.725,0.8025,Q1
MT0009300582,0.375,0.28625,Q3
MT0009306792,0.58125,0.78125,Q1
MT0009311775,0.54375,0.395,Q2
MT0009312856,0.3143749999999999,0.311875,Q3
MT0009319587,0.57125,0.305,Q2
MT0009320357,0.655625,0.32625,Q2
MT0009346128,0.6125,0.36875,Q2
MT0009348908,0.5875,0.36125,Q2
MT0009351469,0.563125,0.745625,Q1
MT0009354859,0.380625,0.760625,Q4
MT0009360971,0.54375,0.3125,Q2
MT0009368615,0.25625,0.25625,Q3
MT0009377947,0.2425,0.704375,Q4
MT0009378909,0.5625,0.765,Q1
MT0009385684,0.31125,0.26875,Q3
MT0009389504,0.464375,0.2774999999999999,Q3
MT0009390091,0.6174999999999999,0.7075,Q1
MT0009400121,0.54375,0.3,Q2
MT0009418269,0.5549999999999999,0.264375,Q2
MT0009425259,0.57875,0.32875,Q2
MT0009430339,0.580625,0.345,Q2
MT0009437817,0.44375,0.25625,Q3
MT0009464817,0.42125,0.20875,Q3
MT0009469599,0.47375,0.22625,Q3
MT0009485981,0.7025,0.86875,Q1
MT0009495280,0.3143749999999999,0.311875,Q3
MT0009495283,0.3143749999999999,0.311875,Q3
MT0009495284,0.3143749999999999,0.311875,Q3
MT0009495285,0.3143749999999999,0.311875,Q3
MT0009521580,0.41625,0.36875,Q3
MT0009533836,0.47375,0.22625,Q3
MT0009558355,0.645,0.6825,Q1
MT0009577134,0.541875,0.4625,Q2
MT0009581924,0.57125,0.56625,Q1
MT0009606151,0.4624999999999999,0.34875,Q3
MT0009614467,0.38125,0.20875,Q3
MT0009619048,0.375,0.28625,Q3
MT0009628869,0.42125,0.20875,Q3
MT0009635389,0.50625,0.29375,Q2
MT0009635394,0.50625,0.29375,Q2
MT0009635397,0.50625,0.29375,Q2
MT0009740290,0.446875,0.756875,Q4
MT0009741521,0.31375,0.675,Q4
MT0009741774,0.3325,0.75625,Q4
MT0009769816,0.2425,0.704375,Q4
MT0009781899,0.3143749999999999,0.311875,Q3
MT0009795009,0.335625,0.63125,Q4
MT0009800907,0.575,0.316875,Q2
MT0009826820,0.39625,0.555,Q4
MT0009844833,0.595,0.765,Q1
MT0009845270,0.57875,0.805625,Q1
MT0009845271,0.57875,0.805625,Q1
MT0009845275,0.5625,0.82125,Q1
MT0009845276,0.5625,0.82125,Q1
MT0009868354,0.2825,0.74,Q4
MT0009872131,0.5225,0.30625,Q2
MT0009897495,0.57875,0.805625,Q1
MT0009904717,0.54,0.68375,Q1
MT0009908994,0.56375,0.3375,Q2
MT0009968194,0.5725,0.826875,Q1
MT0009976471,0.61125,0.80625,Q1
MT0009991160,0.435,0.724375,Q4
MT0009996318,0.31125,0.32875,Q3
MT0009996319,0.31125,0.32875,Q3
MT0009996323,0.31125,0.32875,Q3
MT0010007878,0.3075,0.30625,Q3
MT0010007881,0.325,0.33125,Q3
MT0010007882,0.325,0.28625,Q3
MT0010049476,0.22375,0.68375,Q4
MT0010054305,0.325,0.33125,Q3
MT0010065680,0.565,0.6825,Q1
MT0010065686,0.546875,0.746875,Q1
MT0010076476,0.40375,0.6725,Q4
MT0010083757,0.35125,0.69375,Q4
MT0010085729,0.725,0.705,Q1
MT0010100277,0.575,0.36875,Q2
MT0010100278,0.52,0.72,Q1
MT0010100279,0.5118750000000001,0.718125,Q1
MT0010100283,0.35125,0.24,Q3
MT0010100285,0.58125,0.73,Q1
MT0010100333,0.54,0.73,Q1
MT0010100428,0.35125,0.73,Q4
MT0010100429,0.599375,0.7887500000000001,Q1
MT0010161903,0.5874999999999999,0.33375,Q2
MT0010169018,0.725,0.705,Q1
MT0010169019,0.725,0.705,Q1
MT0010203716,0.40375,0.6025,Q4
MT0010236541,0.6481250000000001,0.840625,Q1
MT0010257371,0.25625,0.28125,Q3
MT0010261588,0.54,0.79,Q1
MT0010278984,0.255,0.76625,Q4
MT0010290775,0.3325,0.6875,Q4
MT0010290785,0.3325,0.6875,Q4
MT0010290788,0.3325,0.6875,Q4
MT0010305995,0.3325,0.6875,Q4
MT0010310891,0.5875,0.30625,Q2
MT0010310894,0.60875,0.35,Q2
MT0010310896,0.57875,0.30625,Q2
MT0010310897,0.598125,0.328125,Q2
MT0010310898,0.60875,0.35,Q2
MT0010310899,0.5875,0.30625,Q2
MT0010344415,0.6375,0.765,Q1
MT0010346228,0.6375,0.58125,Q1
MT0010363782,0.42125,0.20875,Q3
MT0010368848,0.54125,0.79,Q1
MT0010369823,0.54875,0.305,Q2
MT0010375510,0.34125,0.3425,Q3
MT0010379209,0.36875,0.73625,Q4
MT0010394619,0.5862499999999999,0.82875,Q1
MT0010405928,0.54875,0.305,Q2
MT0010444469,0.3987499999999999,0.63125,Q4
MT0010463505,0.57875,0.305,Q2
MT0010468178,0.300625,0.23875,Q3
MT0010474345,0.5225,0.26125,Q2
MT0010477194,0.54875,0.2875,Q2
MT0010480965,0.54875,0.305,Q2
MT0010481194,0.54875,0.2875,Q2
MT0010482550,0.61625,0.82375,Q1
MT0010485559,0.56375,0.305625,Q2
MT0010485603,0.2306249999999999,0.63125,Q4
MT0010487366,0.583125,0.305625,Q2
MT0010487702,0.54375,0.2675,Q2
MT0010487769,0.6443749999999999,0.599375,Q1
MT0010487795,0.6443749999999999,0.599375,Q1
MT0010489498,0.70375,0.665,Q1
MT0010492983,0.620625,0.670625,Q1
MT0010501618,0.70375,0.80625,Q1
MT0010502078,0.55625,0.36875,Q2
MT0010506192,0.47375,0.22625,Q3
MT0010510852,0.621875,0.82875,Q1
MT0010512527,0.425,0.74375,Q4
MT0010524453,0.515,0.69375,Q1
MT0010526041,0.545,0.3675,Q2
MT0010545132,0.425,0.683125,Q4
MT0010548963,0.6131249999999999,0.848125,Q1
MT0010551970,0.284375,0.73,Q4
MT0010552273,0.63125,0.875,Q1
MT0010552303,0.58125,0.67875,Q1
MT0010574326,0.63125,0.92125,Q1
MT0010582452,0.3924999999999999,0.75625,Q4
MT0010585105,0.485,0.36125,Q3
MT0010611876,0.6375,0.82125,Q1
MT0010612023,0.57875,0.375,Q2
MT0010615428,0.56,0.26875,Q2
MT0010616215,0.575,0.371875,Q2
MT0010617945,0.57875,0.805625,Q1
MT0010620026,0.57125,0.27625,Q2
MT0010623104,0.54875,0.36875,Q2
MT0010624346,0.57875,0.1912499999999999,Q2
MT0010630017,0.39375,0.28375,Q3
MT0010638151,0.2375,0.68375,Q4
MT0010665248,0.40375,0.6725,Q4
MT0010670378,0.3924999999999999,0.75,Q4
MT0010674091,0.56375,0.29375,Q2
MT0010674530,0.36625,0.1731249999999999,Q3
MT0010674859,0.31125,0.28125,Q3
MT0010676114,0.61125,0.82875,Q1
MT0010681356,0.47,0.36875,Q3
MT0010685188,0.47375,0.22625,Q3
MT0010687397,0.58875,0.305,Q2
MT0010694754,0.6125,0.55875,Q1
MT0010695865,0.3375,0.33125,Q3
MT0010701054,0.26125,0.68375,Q4
MT0010702898,0.3943749999999999,0.6856249999999999,Q4
MT0010705334,0.63,0.8043750000000001,Q1
MT0010706869,0.64375,0.7537499999999999,Q1
MT0010710874,0.47375,0.22625,Q3
MT0010723658,0.3375,0.49375,Q3
MT0010736208,0.58,0.305,Q2
MT0010736281,0.5575,0.303125,Q2
MT0010739708,0.38625,0.32875,Q3
MT0010741252,0.3612499999999999,0.79125,Q4
MT0010741386,0.3887499999999999,0.4275,Q3
MT0010751134,0.35125,0.24,Q3
MT0010752894,0.35625,0.39,Q3
MT0010753520,0.378125,0.456875,Q3
MT0010753736,0.6375,0.79,Q1
MT0010754019,0.6125,0.55875,Q1
MT0010754290,0.5549999999999999,0.80125,Q1
MT0010755212,0.595,0.82625,Q1
MT0010758927,0.3987499999999999,0.74,Q4
MT0010765607,0.36,0.53125,Q4
MT0010773040,0.186875,0.75125,Q4
MT0010777106,0.62125,0.825,Q1
MT0010778949,0.485,0.36125,Q3
MT0010803094,0.31,0.28125,Q3
MT0010804974,0.4549999999999999,0.26875,Q3
MT0010823031,0.45875,0.249375,Q3
MT0010835061,0.60375,0.585,Q1
MT0010849747,0.58125,0.27625,Q2
MT0010850805,0.431875,0.311875,Q3
MT0010851922,0.646875,0.67625,Q1
MT0010855214,0.389375,0.673125,Q4
MT0010857270,0.54875,0.27625,Q2
MT0010862394,0.464375,0.2475,Q3
MT0010864096,0.56375,0.3399999999999999,Q2
MT0010883435,0.66875,0.7775,Q1
MT0010894865,0.583125,0.2831249999999999,Q2
MT0010897525,0.56375,0.305625,Q2
MT0010900969,0.6499999999999999,0.824375,Q1
MT0010902792,0.66875,0.58125,Q1
MT0010953323,0.375,0.49375,Q3
MT0010978213,0.5462499999999999,0.4656249999999999,Q2
MT0010980499,0.31875,0.7375,Q4
MT0010983830,0.57125,0.33125,Q2
MT0011032905,0.47375,0.22625,Q3
MT0011066228,0.44375,0.25,Q3
MT0011079284,0.44375,0.25,Q3
MT0011083648,0.5349999999999999,0.27875,Q2
MT0011104152,0.591875,0.57375,Q1
MT0011145388,0.54375,0.36875,Q2
MT0011158114,0.47375,0.22625,Q3
MT0011162069,0.31125,0.28125,Q3
MT0011204639,0.53125,0.785625,Q1
MT0011250965,0.38625,0.68375,Q4
MT0011252708,0.595,0.359375,Q2
MT0011292112,0.3575,0.555,Q4
MT0011302120,0.24875,0.743125,Q4
MT0011308097,0.300625,0.290625,Q3
MT0011322528,0.56,0.336875,Q2
MT0011327325,0.31125,0.28625,Q3
MT0011328325,0.5231250000000001,0.289375,Q2
MT0011332604,0.26625,0.675,Q4
MT0011342337,0.31125,0.3425,Q3
MT0011348776,0.54875,0.305,Q2
MT0011353873,0.544375,0.410625,Q2
MT0011369407,0.5231250000000001,0.289375,Q2
MT0011374266,0.54,0.3125,Q2
MT0011374342,0.39625,0.6125,Q4
MT0011376343,0.31875,0.7375,Q4
MT0011378875,0.5318750000000001,0.3087499999999999,Q2
MT0011387901,0.58,0.36125,Q2
MT0011391187,0.44375,0.2425,Q3
MT0011391356,0.5462499999999999,0.3025,Q2
MT0011393132,0.54875,0.26125,Q2
MT0011395375,0.36375,0.584375,Q4
MT0011398970,0.2375,0.28125,Q3
MT0011403548,0.39125,0.6775,Q4
MT0011411969,0.54875,0.27625,Q2
MT0011426003,0.5037499999999999,0.3968750000000001,Q2
MT0011440705,0.3925,0.224375,Q3
MT0011448773,0.61125,0.765,Q1
MT0011451296,0.7025,0.86875,Q1
MT0011487003,0.5475,0.7475,Q1
MT0011503204,0.6699999999999999,0.8043750000000001,Q1
MT0011510700,0.58,0.61125,Q1
MT0011558921,0.6074999999999999,0.715625,Q1
MT0011564855,0.7025,0.86875,Q1
MT0011574534,0.55375,0.68125,Q1
MT0011575842,0.540625,0.74375,Q1
MT0011575852,0.50625,0.29375,Q2
MT0011581506,0.50625,0.29375,Q2
MT0011594970,0.300625,0.275,Q3
MT0011650689,0.395625,0.79375,Q4
MT0011659985,0.255,0.685,Q4
MT0011667212,0.47375,0.22625,Q3
MT0011677264,0.38125,0.20875,Q3
MT0011707340,0.54375,0.33125,Q2
MT0011709169,0.58,0.39875,Q2
MT0011711878,0.39375,0.79,Q4
MT0011712337,0.52375,0.2875,Q2
MT0011716005,0.5549999999999999,0.8362499999999999,Q1
MT0011718667,0.38625,0.6875,Q4
MT0011739779,0.56,0.72125,Q1
MT0011755407,0.4475,0.6925,Q4
MT0011767762,0.6375,0.80625,Q1
MT0011772341,0.620625,0.665625,Q1
MT0011776369,0.3575,0.70625,Q4
MT0011785029,0.66875,0.8025,Q1
MT0011797446,0.615625,0.5843750000000001,Q1
MT0011800641,0.31125,0.28125,Q3
