Song,Quadrant,AllMusic Id,AllMusic Extraction Date,Artist,Title,Relevance,Year,LowestYear,Duration,Moods,MoodsAll,MoodsAllWeights,Genres,GenreWeights,Themes,ThemeWeights,Styles,StyleWeights,AppearancesTrackIDs,AppearancesAlbumIDs,Sample,SampleURL,ActualYear,num_Genres,num_MoodsAll
MT0006386327,Q1,MT0006386327,Old,Asia,Too Late,1.044008,1985-11-??,1985-11-??,254.0,"Explosive,Mighty,Powerful,Pulsing,Strong","Dramatic,Explosive,Lively,Mighty,Powerful,Pulsing,Strong","5,5,5,5,5,5,5","Electronic,Pop/Rock","5,5","Anger/Hostility,Awareness,Friendship,Goodbyes,In Love,Lying,Pain,Passion,Relationships,Truth","5,5,5,5,5,5,5,5,5,5","Club/Dance,Contemporary Pop/Rock","5,5","MT0002567529,MT0003145539,MT0003433836,MT0004206464,MT0004246815,MT0004818599,MT0006386327,MT0007317038,MT0007362950,MT0008482692,MT0012746435,MT0013573150,MT0014593088,MT0026721645,MT0028591860,MT0029057269,MT0043267785,MT0043345232,MT0044635692,MT0044671995,MT0044686209,MT0044744003,MT0044748051,MT0044754247,MT0044825342,MT0045040001,MT0045150079","MW0000223885,MW0000223885,MW0000317226,MW0000317226,MW0000317226,MW0000317226,MW0000317226,MW0000344492,MW0000344492,MW0000344492,MW0000533698,MW0000533698,MW0000533698,MW0000608359,MW0000608359,MW0000643673,MW0000643673,MW0000643673,MW0000649843,MW0000649843,MW0000649843,MW0000649843,MW0000649843,MW0000649843,MW0000734660,MW0000734660,MW0000734660",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=nCLJ7aQqa7QEco3RyQoswfh0BJxFGWncDvRkmPV4knk=&f=J,1985,,
MT0006391732,Q2,MT0006391732,Old,Saliva,King of the Stereo,1.0310186,23/01/2007,23/01/2007,222.0,"Acerbic,Bitter,Cynical/Sarcastic,Irreverent,Reckless,Tense/Anxious,Volatile","Acerbic,Aggressive,Bitter,Brash,Bravado,Confrontational,Cynical/Sarcastic,Dramatic,Exuberant,Irreverent,Lively,Raucous,Reckless,Slick,Street-Smart,Swaggering,Tense/Anxious,Theatrical,Volatile","5,5,6,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Drinking,Guys Night Out,TGIF","9,9,9,9","Alternative Metal,Hard Rock,Heavy Metal,Post-Grunge,Rap-Metal","4,5,6,9,9","MT0006391732,MT0015540326,MT0044680598","MW0000735766,MW0000735766,MW0000735766",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=uGp8HihiOwjKkZ1svX92fPQIxMnXLaW9NvEpt_rvU6E=&f=J,2007,,
MT0006397809,Q3,MT0006397809,Old,Don Carlos,Oh Girl,1.010813,25/01/1995,25/01/1995,213.0,"Acerbic,Bitter,Cynical/Sarcastic,Snide","Acerbic,Bitter,Brash,Cathartic,Confrontational,Cynical/Sarcastic,Hypnotic,Plaintive,Snide,Tense/Anxious,Uncompromising,Urgent","7,7,7,7,7,7,7,7,8,8,8,9",Reggae,8,"Breakup,Heartache","7,8",Dancehall,8,MT0006397809,MW0000527435,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=8ECuGUJxaEkxZWGgnhMHVPKUU23ZQzDPVjJ3ONioHGo=&f=I,1995,,
MT0006400514,Q3,MT0006400514,Old,Leonard Cohen,The Butcher,1.0406588,1969-??-??,1969-??-??,197.0,"Bittersweet,Literate,Melancholy,Sad,Weary","Bittersweet,Intimate,Literate,Melancholy,Reflective,Sad,Searching,Sentimental,Weary,Wistful,Yearning","7,7,7,8,8,8,8,8,8,9,9","Folk,Pop/Rock","7,9","Biographical,Drugs,Feeling Blue,Introspection,Poetry,Reflection,Reminiscing,Stay in Bed","5,5,5,5,8,8,8,8","Folk-Pop,Folk-Rock,Psychedelic/Garage,Singer/Songwriter","7,7,7,9","MT0006400514,MT0010049441,MT0015859521,MT0029606795,MT0042254573,MT0043252899,MT0043507790,MT0043602695","MW0000195737,MW0000195737,MW0000195737,MW0000195737,MW0000195737,MW0000195737,MW0001451234,MW0002214154",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=9W3FNe1G0G5SMGHN3Xp5m_QIxMnXLaW9NvEpt_rvU6E=&f=J,1969,,
MT0006406298,Q1,MT0006406298,Old,Bob Dylan,Sally Sue Brown,1.0563866,31/05/1988,31/05/1988,149.0,"Cheerful,Fun,Light,Lively,Playful,Rousing,Swaggering","Cheerful,Fun,Light,Lively,Playful,Rousing,Swaggering","9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Hanging Out,Late Night,Night Driving","9,9,9,9","Album Rock,Contemporary Pop/Rock,Rock & Roll,Singer/Songwriter","9,9,9,9","MT0006406298,MT0012006963,MT0038727430,MT0048135391,MT0048219346","MW0000651648,MW0000651648,MW0002024254,MW0002583484,MW0002583484",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=b-rIE4u8bjxJ_bZsNIHkwpjWf7KriH64XH0cLbjLrOY=&f=J,1988,,
MT0006409530,Q2,MT0006409530,Old,Megadeth,Use the Man,1.0975121,17/06/1997,17/06/1997,278.0,"Acerbic,Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Complex,Cynical/Sarcastic,Energetic,Harsh,Hostile,Malevolent,Manic,Menacing,Nihilistic,Paranoid,Rebellious,Tense/Anxious,Theatrical,Visceral,Volatile","Acerbic,Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Complex,Cynical/Sarcastic,Energetic,Harsh,Hostile,Malevolent,Manic,Menacing,Nihilistic,Paranoid,Rebellious,Tense/Anxious,Theatrical,Visceral,Volatile","4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9",Pop/Rock,9,"Death,Drugs,Goodbyes,Late Night,Mischievous,Music,Relationships","5,5,5,5,5,5,5","Heavy Metal,Progressive Metal,Speed/Thrash Metal","5,9,9","MT0000509133,MT0002639059,MT0004141843,MT0006409530,MT0006447196,MT0007857811,MT0009211390,MT0009246523,MT0009288381,MT0009404613,MT0011270261,MT0011344492,MT0011481510,MT0016948172,MT0028358311,MT0047590710","MW0000023863,MW0000023863,MW0000023863,MW0000023863,MW0000023863,MW0000023863,MW0000023863,MW0000023863,MW0000104229,MW0000104229,MW0000104229,MW0000104229,MW0000244020,MW0000487321,MW0000738428,MW0000738428",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=JNrWWfhGtUI4uMGv_l_haqwfpsQHuOlGC4-o-yXc8Os=&f=J,1997,,
MT0006410285,Q3,MT0006410285,Old,Peter Tosh,No Sympathy,1.0313761,1997-09-??,1997-09-??,180.0,"Anguished/Distraught,Bleak,Sad,Weary","Anguished/Distraught,Bleak,Earnest,Hypnotic,Melancholy,Plaintive,Poignant,Reflective,Sad,Searching,Weary","5,6,6,6,6,7,7,7,8,8,8",Reggae,9,"Awareness,Disappointment,Everyday Life,Feeling Blue,Friendship,Lifecycle,Loneliness,Loss/Grief,Pain,Regret,Relationships,Truth","5,5,5,5,5,5,5,5,5,5,5,7","Political Reggae,Roots Reggae","9,9","MT0006410285,MT0006684352,MT0026919080,MT0045528244","MW0000000203,MW0000595177,MW0000595177,MW0000655172",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=ApLPo1eSynhd4ov6DBO5nawfpsQHuOlGC4-o-yXc8Os=&f=J,1997,,
MT0006410748,Q1,MT0006410748,Old,DMX,Shorty Was da Bomb,1.0338161,2001-09-??,2001-09-??,312.0,"Angst-Ridden,Provocative,Sexual,Sexy,Sleazy","Angst-Ridden,Boisterous,Brash,Bravado,Celebratory,Confident,Playful,Provocative,Sexual,Sexy,Sleazy,Slick,Smooth,Street-Smart,Swaggering","5,5,5,5,5,5,6,8,8,8,8,8,8,8,8",Rap,9,"Cool & Cocky,Empowering,Freedom,Guys Night Out,Partying,Sex","8,8,8,8,8,8","East Coast Rap,Hardcore Rap","9,9",MT0006410748,MW0000591134,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=svCGE36PblipxoTgrgkq8PKUU23ZQzDPVjJ3ONioHGo=&f=J,2001,,
MT0006417602,Q3,MT0006417602,Old,Gretchen Wilson,What Happened,1.0308275,11/05/2004,11/05/2004,231.0,"Anguished/Distraught,Sad","Anguished/Distraught,Delicate,Earnest,Gentle,Intimate,Light,Melancholy,Passionate,Plaintive,Poignant,Reflective,Sad,Sentimental,Yearning","7,7,7,8,8,8,8,8,8,8,9,9,9,9",Country,9,"Breakup,Heartache","9,9",Contemporary Country,9,"MT0006417602,MT0014143395,MT0028373395,MT0031718053,MT0039675776,MT0045270893,MT0050836541","MW0000338921,MW0000338921,MW0000338921,MW0000338921,MW0000338921,MW0002393318,MW0002740895",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=IYNnWL88qjZk_tmztmN3M_h0BJxFGWncDvRkmPV4knk=&f=J,2004,,
MT0006421356,Q3,MT0006421356,Old,Karen Brooks,Faking Love,1.0193849,1982-??-??,1982-??-??,172.0,"Anguished/Distraught,Gloomy","Anguished/Distraught,Dramatic,Earnest,Earthy,Gloomy,Intimate,Laid-Back/Mellow,Melancholy,Nocturnal,Passionate,Plaintive,Reflective,Reserved,Self-Conscious,Smooth,Soft/Quiet,Somber,Weary","5,5,5,5,5,6,6,7,7,7,7,7,8,8,8,8,9,9",Country,9,"Feeling Blue,Heartache,Late Night","9,9,9","Country-Pop,Urban Cowboy","5,9","MT0006421356,MT0007410164,MT0008073403,MT0009838981,MT0028641859","MW0000265560,MW0000345700,MW0000345700,MW0000596333,MW0000596333",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=B7D1uvmPBpS5bD-4JzKmd_QIxMnXLaW9NvEpt_rvU6E=&f=J,1982,,
MT0006431184,Q1,MT0006431184,Old,Bob Dylan,Talkin' New York,1.4887464,19/03/1962,,200.0,"Humorous,Literate,Lively,Organic,Playful,Reflective,Searching,Witty,Wry","Humorous,Literate,Lively,Organic,Playful,Reflective,Searching,Witty,Wry","9,9,9,9,9,9,9,9,9",Folk,9,"Hanging Out,Introspection,Late Night,The Creative Side","7,7,7,7","Contemporary Folk,Traditional Folk","9,9","MT0003427406,MT0004056170,MT0006431184,MT0006999560,MT0009542533,MT0009542546,MT0010018719,MT0015041676,MT0020300198,MT0034699261,MT0038766130,MT0039703060,MT0043618735,MT0043763096,MT0045723997,MT0046705484,MT0047144164,MT0047742609,MT0048135053,MT0048154284,MT0048219037,MT0050648766,MT0050748296,MT0052030749,MT0052116998,MT0052512360,MT0052742535","MW0000205218,MW0000205218,MW0000205218,MW0000205218,MW0000205218,MW0000205218,MW0000205218,MW0000205218,MW0000205218,MW0000205218,MW0000311957,MW0000311957,MW0001049194,MW0002042113,MW0002042113,MW0002295451,MW0002423156,MW0002462924,MW0002534563,MW0002583484,MW0002583484,MW0002584630,MW0002618376,MW0002697601,MW0002756882,MW0002834819,MW0002878011",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=vVI_EOFR8gGFdjuS4tM77_KUU23ZQzDPVjJ3ONioHGo=&f=J,1962,,
MT0006431807,Q1,MT0006431807,Old,Toby Keith,Beer for My Horses,1.4857255,06/08/2002,,204.0,"Brash,Bravado,Celebratory,Confident,Fun,Lively,Rebellious,Rollicking,Rousing,Swaggering","Brash,Bravado,Celebratory,Confident,Fun,Lively,Rebellious,Rollicking,Rousing,Swaggering","7,8,9,9,9,9,9,9,9,9",Country,9,"Cool & Cocky,Drinking,Guys Night Out,Hanging Out,Late Night,Partying,Road Trip,Summer,TGIF,The Great Outdoors","9,9,9,9,9,9,9,9,9,9","Contemporary Country,New Traditionalist","9,9","MT0006431807,MT0006486129,MT0009476786,MT0009601281,MT0010194075,MT0014577588,MT0018700878,MT0018936333,MT0036569139,MT0039694798,MT0044631409,MT0044634578,MT0044782371,MT0044885108,MT0045563922,MT0052552188","MW0000142323,MW0000142323,MW0000221917,MW0000221917,MW0000461736,MW0000782946,MW0000782946,MW0000793222,MW0000801125,MW0000823074,MW0000823074,MW0000823074,MW0001436559,MW0002066469,MW0002066469,MW0002876081",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=W_cE8KL4AXSpce4HXZsgIvKUU23ZQzDPVjJ3ONioHGo=&f=J,2002,,
MT0006434833,Q2,MT0006434833,Old,Misconduct,Shut the Fuck Up,1.010987,22/08/2000,22/08/2000,62.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Boisterous,Lively,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5,5","Electronic,International,Pop/Rock","5,5,5",,,"Club/Dance,Contemporary Pop/Rock,Hardcore Punk,Punk,Punk/New Wave","5,5,5,5,5","MT0006111015,MT0006434833","MW0000619884,MW0000619884",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=W0hJehDdpmwqSJgK0_0pqzqpU4hxl5saPDaNIVORh-E=&f=J,2000,,
MT0006475078,Q4,MT0006475078,Old,Dean Martin,You're the Right One,1.0439368,23/01/1953,,189.0,"Atmospheric,Calm/Peaceful,Dreamy,Elegant,Lazy,Nocturnal,Relaxed,Romantic,Swaggering","Atmospheric,Calm/Peaceful,Dreamy,Elegant,Laid-Back/Mellow,Lazy,Nocturnal,Reflective,Relaxed,Romantic,Smooth,Sophisticated,Stylish,Swaggering","8,8,8,8,8,8,8,8,8,8,8,8,8,8",Vocal,9,"Dinner Ambiance,In Love,Introspection,Late Night,New Love,Romantic Evening","8,8,8,8,8,8","Traditional Pop,Vocal Pop","7,9","MT0002862256,MT0006475078,MT0008716715,MT0013451774,MT0013489774,MT0018689793,MT0018970661,MT0019067056,MT0026501091,MT0031305747,MT0031707519,MT0035112405,MT0035758568,MT0038775575,MT0040176341,MT0041367469,MT0046680484,MT0048042439","MW0000023392,MW0000354241,MW0000374467,MW0000461275,MW0000469945,MW0000599271,MW0000599271,MW0000727458,MW0000801468,MW0001416542,MW0001449461,MW0001449461,MW0001689938,MW0001764921,MW0001790076,MW0002161948,MW0002499151,MW0002586490",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=n42HUKhqwP_AcXxrycp70YapJnH0KBK7tayJ1L1z1aM=&f=J,1953,,
MT0006475970,Q1,MT0006475970,Old,Blu Cantrell,Swingin',1.0378845,31/07/2001,31/07/2001,238.0,"Celebratory,Sexy,Theatrical,Witty","Celebratory,Energetic,Literate,Lively,Playful,Refined,Sexy,Sophisticated,Stylish,Theatrical,Witty","7,7,8,8,8,8,8,8,8,8,9",R&B,8,"Club,Girls Night Out,Hanging Out,Heartache,Partying","7,8,8,8,8",Contemporary R&B,8,"MT0000067949,MT0001013338,MT0002553473,MT0003206767,MT0006475970,MT0030190580,MT0043273285","MW0000006902,MW0000006902,MW0000006902,MW0000006902,MW0000662246,MW0000662246,MW0000662246",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=Uy6NJxV7vDtnUElo61_pSs2KXJKuJLE7UG4BJXcyKZ4=&f=J,2001,,
MT0006482524,Q4,MT0006482524,Old,Luther Vandross,Buy Me a Rose,1.0471652,10/06/2003,10/06/2003,228.0,"Bittersweet,Calm/Peaceful,Delicate,Gentle,Innocent,Intimate,Poignant,Precious,Refined,Relaxed,Reserved,Restrained,Romantic,Smooth,Stylish,Sweet,Wistful","Bittersweet,Calm/Peaceful,Delicate,Earnest,Gentle,Innocent,Intimate,Poignant,Precious,Refined,Relaxed,Reserved,Restrained,Romantic,Smooth,Stylish,Sweet,Wistful","3,5,5,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8","Pop/Rock,R&B","7,9","In Love,Slow Dance","6,7","Adult Contemporary,Contemporary R&B,Urban","5,7,9","MT0000201683,MT0001084204,MT0005613436,MT0006482524,MT0007468274,MT0007574086,MT0008354794,MT0009526939,MT0010282016,MT0014984843,MT0015658899,MT0016896954,MT0027915648,MT0030154559,MT0039745759,MT0043138987,MT0043797114,MT0044107140,MT0048265981,MT0048491699","MW0000029679,MW0000029679,MW0000029679,MW0000029679,MW0000029679,MW0000495947,MW0000495947,MW0000495947,MW0000576577,MW0000576577,MW0000576577,MW0000744137,MW0000825788,MW0001665604,MW0001665604,MW0001665604,MW0001665604,MW0001689006,MW0002316212,MW0002610382",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=kxSDOGha0zujKE7K3HzgR6wfpsQHuOlGC4-o-yXc8Os=&f=J,2003,,
MT0006484633,Q2,MT0006484633,Old,The Forsaken,A Time to Die,1.0108107,29/06/2004,29/06/2004,298.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5","Electronic,International,Pop/Rock","5,5,5",,,"Black Metal,Club/Dance,Death Metal,Heavy Metal","5,5,5,5",MT0006484633,MW0000205685,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=X9FNlkuGUEBl-mvV6t4d1KwfpsQHuOlGC4-o-yXc8Os=&f=J,2004,,
MT0006486093,Q1,MT0006486093,Old,Elton John,Dear John,1.0471298,1982-04-??,1982-04-??,214.0,"Cheerful,Lively,Marching,Positive,Pulsing,Strong","Cheerful,Lively,Marching,Positive,Pulsing,Strong","5,5,5,5,5,5","Electronic,Pop/Rock","5,5","Goodbyes,Relationships","5,5","Adult Contemporary,Club/Dance","5,5","MT0000492645,MT0004531255,MT0006486093,MT0008764744,MT0043365525,MT0044900667,MT0045410102,MT0046347009","MW0000678851,MW0000678851,MW0000678851,MW0000678851,MW0000678851,MW0000678851,MW0000678851,MW0000678851",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=B5BATA8g9nHK6Ju2Po6M3PKUU23ZQzDPVjJ3ONioHGo=&f=J,1982,,
MT0006487252,Q4,MT0006487252,Old,Massive Attack,Weather Storm,1.048983,1994-??-??,,299.0,"Atmospheric,Dreamy,Ethereal,Hypnotic,Laid-Back/Mellow,Nocturnal,Relaxed,Sensual,Slick,Smooth,Sophisticated,Sparkling,Stylish","Atmospheric,Dreamy,Ethereal,Hypnotic,Laid-Back/Mellow,Nocturnal,Relaxed,Sensual,Slick,Smooth,Sophisticated,Sparkling,Stylish","7,8,8,8,8,8,8,8,8,8,8,8,8",Electronic,9,"Background Music,Dinner Ambiance,Late Night,Relaxation,The Creative Side","7,7,7,7,7","Downtempo,Electronica,Trip-Hop","7,9,9","MT0003319076,MT0004159421,MT0004163369,MT0006487252,MT0007358635,MT0008437181,MT0008777388,MT0008784661,MT0012548145,MT0013688553,MT0013903579,MT0014886190,MT0026654832,MT0028338685,MT0032267468,MT0035435056,MT0036732397,MT0043280749","MW0000034114,MW0000034114,MW0000119284,MW0000119284,MW0000119284,MW0000119284,MW0000119284,MW0000254485,MW0000334752,MW0000436826,MW0000548490,MW0000739418,MW0000761550,MW0000761550,MW0001027936,MW0001472125,MW0001483100,MW0001952251",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=ikKJat1G-rT-P_YsxKt6kv3pqi0RS20pHqZddGAWQOA=&f=J,1994,,
MT0006487635,Q2,MT0006487635,Old,Godgory,Crimson Snow,1.0109601,22/06/1999,22/06/1999,209.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Lively,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5","International,Pop/Rock","5,5",,,"Black Metal,Death Metal,Goth Metal,Heavy Metal","5,5,9,9","MT0006487635,MT0048161002,MT0051961493","MW0000667603,MW0000667603,MW0000667603",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=9heO5YmwIMIBcXvsXmQHuGjIb8Tr8vVfGLIuM5x_WSg=&f=J,1999,,
MT0006492385,Q3,MT0006492385,Old,Billie Holiday,Foolin' Myself,1.0380683,02/09/2003,1988-??-??,180.0,"Bleak,Brooding,Gloomy,Restrained,Sad,Weary","Bittersweet,Bleak,Brooding,Elegant,Gentle,Gloomy,Melancholy,Plaintive,Poignant,Reflective,Restrained,Sad,Weary,Wistful","6,7,7,7,7,7,7,7,7,8,8,8,9,9","Blues,Jazz,Vocal","7,9,9","Feeling Blue,Heartache,Introspection,Regret","7,8,9,9","Classic Female Blues,Swing,Torch Songs,Traditional Pop,Vocal Jazz","6,7,7,9,9","MT0006492385,MT0008102798,MT0011058711,MT0012668517,MT0014439040,MT0016486163,MT0026677007,MT0035139100,MT0051691691","MW0000012053,MW0000021992,MW0000196468,MW0000234017,MW0000315835,MW0000487379,MW0000487379,MW0000533066,MW0000656437",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=hr2y4I-pO5cDYWwP6H1kQ4apJnH0KBK7tayJ1L1z1aM=&f=I,2003,,
MT0006497092,Q2,MT0006497092,Old,Add N to (X),We Are Add N to X,1.0224192,19/05/1998,19/05/1998,0.0,"Clinical,Eerie,Ominous","Clinical,Detached,Eerie,Hypnotic,Intense,Nocturnal,Ominous,Quirky,Trippy","5,5,7,7,8,8,9,9,9","Electronic,Pop/Rock","6,9","Hanging Out,Late Night,Mischievous,Playful,The Creative Side","6,6,7,7,9","Alternative/Indie Rock,Electronica,Post-Rock","6,9,9","MT0006497092,MT0013202855","MW0000598923,MW0000598923",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=B9WiOOj8ZwLgc5DlUu6F4ZjWf7KriH64XH0cLbjLrOY=&f=J,1998,,
MT0006501280,Q1,MT0006501280,Old,Flatt & Scruggs,Earl's Breakdown,1.0419182,1966-??-??,1966-??-??,0.0,"Carefree,Cheerful,Fun,Happy,Rollicking","Amiable/Good-Natured,Carefree,Cheerful,Fun,Happy,Playful,Rollicking,Wistful,Yearning","5,5,6,6,6,6,7,7,8",Country,7,Summer,6,"Bluegrass,Traditional Bluegrass","6,7","MT0006501280,MT0033420190,MT0040145868","MW0000012445,MW0000012445,MW0000318314",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=GVG91chjcTS-6tlT3G9N3_3pqi0RS20pHqZddGAWQOA=&f=I,1966,,
MT0006510599,Q2,MT0006510599,Old,7 Year Bitch,Dead Men Don't Rape,1.036578,1992-??-??,1992-??-??,167.0,"Angry,Confrontational,Fiery,Hostile,Outrageous,Provocative,Raucous,Rebellious,Reckless,Uncompromising,Visceral","Aggressive,Angry,Brash,Confrontational,Fiery,Hostile,Outrageous,Provocative,Raucous,Rebellious,Reckless,Uncompromising,Visceral","6,6,7,7,7,7,7,7,7,7,7,8,8",Pop/Rock,8,"Cool & Cocky,Empowering,Revolutionary","4,7,7","Alternative Pop/Rock,Alternative/Indie Rock,Riot Grrrl","7,8,8","MT0002235171,MT0002641444,MT0006510599","MW0000093280,MW0000093280,MW0000236174",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=Tr12ONr2DtaeIN94hK8P5PQIxMnXLaW9NvEpt_rvU6E=&f=J,1992,,
MT0006514225,Q1,MT0006514225,Old,Bruce Springsteen,The Rising,1.4904267,30/07/2002,,290.0,"Confident,Exuberant,Joyous,Lively,Passionate,Rousing,Urgent","Confident,Exuberant,Joyous,Lively,Passionate,Rousing,Urgent","9,9,9,9,9,9,9",Pop/Rock,9,"Comfort,Day Driving,Hanging Out","9,9,9","Album Rock,Contemporary Pop/Rock,Heartland Rock","5,9,9","MT0000335515,MT0000830189,MT0002159153,MT0002617437,MT0003616480,MT0004545660,MT0006395888,MT0006514225,MT0007651149,MT0009992809,MT0013548257,MT0014562126,MT0015478845,MT0015833324,MT0018602056,MT0018959480,MT0020052006,MT0028094471,MT0030999456,MT0042254132,MT0043258925,MT0043398230,MT0043637405,MT0043637408,MT0043638732,MT0043648277,MT0043648477,MT0046772024,MT0052448385,MT0052456311","MW0000125756,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000322463,MW0000322463,MW0000322463,MW0000322463,MW0000322463,MW0000322463,MW0000322463,MW0000322463,MW0000807895,MW0000854319,MW0000993575,MW0001052785,MW0001052785,MW0001052785,MW0001261919,MW0001331796,MW0001435208,MW0001435208,MW0001435208,MW0002496982",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=57fCCO_3TOFpJRlHVFLwF6wfpsQHuOlGC4-o-yXc8Os=&f=J,2002,,
MT0006522591,Q3,MT0006522591,Old,Bruce Springsteen,My City of Ruins,1.1180364,30/07/2002,04/12/2001,300.0,"Autumnal,Bittersweet,Melancholy,Plaintive,Poignant,Reflective,Sad,Searching,Wistful,Yearning","Autumnal,Bittersweet,Melancholy,Plaintive,Poignant,Reflective,Sad,Searching,Wistful,Yearning","9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Comfort,Feeling Blue,Introspection,Loss/Grief","9,9,9,9","Album Rock,Contemporary Pop/Rock,Heartland Rock","6,9,9","MT0000180026,MT0000930630,MT0001605463,MT0002149374,MT0006315745,MT0006522591,MT0008532375,MT0052074149","MW0000210393,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=57fCCO_3TOFpJRlHVFLwF82KXJKuJLE7UG4BJXcyKZ4=&f=J,2002,,
MT0006524432,Q1,MT0006524432,Old,Stanley Clarke,Hot Fun/Closing,1.0377705,1979-??-??,1979-??-??,467.0,"Euphoric,Positive,Pulsing,Strong","Boisterous,Euphoric,Positive,Pulsing,Strong","5,5,5,5,5",Jazz,5,,,Fusion,5,"MT0006524432,MT0036373675","MW0000113368,MW0001993773",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=9ReOWYcF9kJpajcuY2ba2zqpU4hxl5saPDaNIVORh-E=&f=J,1979,,
MT0006528309,Q1,MT0006528309,Old,Isaac Hayes,"Sweet Music, Soft Lights and You",1.0416057,1980-??-??,1980-??-??,267.0,"Agreeable,Erotic,Sensual,Strong","Agreeable,Erotic,Relaxed,Sensual,Strong","5,5,5,5,5","Electronic,R&B","5,5","Joy,Music,Passion,Promises,Sex","5,5,5,5,5","Club/Dance,Disco,Funk,Quiet Storm,Soul,Urban","5,5,9,9,9,9","MT0006528309,MT0030208361","MW0000054239,MW0001268247",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=5xkuByQKR7eHs_mT1NBcCKwfpsQHuOlGC4-o-yXc8Os=&f=J,1980,,
MT0006531857,Q2,MT0006531857,Old,Melechesh,Of Mercury and Mercury,1.0116488,27/01/2004,27/01/2004,396.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Gloomy,Lively,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5,5","Electronic,Pop/Rock","5,5",,,"Black Metal,Club/Dance,Death Metal,Heavy Metal","5,5,5,5","MT0006531857,MT0035757768","MW0000695773,MW0000695773",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=wwDdn9vAJlG1NR1kWbduRM2KXJKuJLE7UG4BJXcyKZ4=&f=J,2004,,
MT0006534417,Q3,MT0006534417,Old,Gangsta Boo,Wut U N****s Want,1.011416,26/06/2001,26/06/2001,317.0,"Angry,Bitter,Snide","Angry,Bitter,Boisterous,Brash,Confrontational,Fiery,Menacing,Rambunctious,Rebellious,Slick,Snide,Street-Smart,Thuggish,Volatile","5,6,6,6,6,6,7,7,7,7,7,7,7,8",Rap,7,"Cool & Cocky,Girls Night Out","7,7","Dirty South,Hardcore Rap,Southern Rap","7,7,7","MT0001294714,MT0006534417","MW0000005708,MW0000005708",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=tBdJ-R81YyyFD7GF2_v6f2jIb8Tr8vVfGLIuM5x_WSg=&f=J,2001,,
